file_name,game_title,game_provider,game_url,original_url,fixed_url,local_path
1spin4win - Allways Egypt Fortune.webp,Allways Egypt Fortune,1spin4win,https://roobet.com/casino/game/1spin4win:AllwaysEgyptFortune,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:AllwaysEgyptFortune-PlOOhlmmU.png","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:AllwaysEgyptFortune-PlOOhlmmU.png",Final_Quality_Fixed\1spin4win\1spin4win - Allways Egypt Fortune.webp
1spin4win - Coins'n Fruits Spins.webp,Coins'n Fruits Spins,1spin4win,https://roobet.com/casino/game/1spin4win-coins-n-fruits-spins,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_CoinsnFruitsSpins.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_CoinsnFruitsSpins.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Coins'n Fruits Spins.webp
1spin4win - Lucky Win Spins X.webp,Lucky Win Spins X,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-win-spins-x,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:LuckyWinSpinsX-NVuK5oXRu.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:LuckyWinSpinsX-NVuK5oXRu.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Win Spins X.webp
1spin4win - Cash'n Fruits 100 Hold And Win.webp,Cash'n Fruits 100 Hold And Win,1spin4win,https://roobet.com/casino/game/1spin4win-cash-n-fruits-100-hold-and-win,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_CashnFruits100HoldAndWin.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_CashnFruits100HoldAndWin.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Cash'n Fruits 100 Hold And Win.webp
1spin4win - Golden Joker 100 Hold And Win.webp,Golden Joker 100 Hold And Win,1spin4win,https://roobet.com/casino/game/1spin4win-golden-joker-100-hold-and-win,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_GoldenJoker100HoldAndWin.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_GoldenJoker100HoldAndWin.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Golden Joker 100 Hold And Win.webp
1spin4win - Book of All Ways.webp,Book of All Ways,1spin4win,https://roobet.com/casino/game/1spin4win-book-of-all-ways,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_BookOfAllWays.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_BookOfAllWays.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Book of All Ways.webp
1spin4win - Hold The Gold.webp,Hold The Gold,1spin4win,https://roobet.com/casino/game/1spin4win-hold-the-gold,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_HoldTheGoldHoldAndWin.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_HoldTheGoldHoldAndWin.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Hold The Gold.webp
1spin4win - Lucky Fruit X.webp,Lucky Fruit X,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-fruit-x,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyFruitX.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyFruitX.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Fruit X.webp
1spin4win - Lucky Sakura Win Spins.webp,Lucky Sakura Win Spins,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-sakura-win-spins,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckySakuraWinSpins.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckySakuraWinSpins.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Sakura Win Spins.webp
1spin4win - Golden Joker 243 Hold And Win.webp,Golden Joker 243 Hold And Win,1spin4win,https://roobet.com/casino/game/1spin4win:GoldenJoker243HoldAndWin,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:GoldenJoker243HoldAndWin-OlA6-u4Kq.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:GoldenJoker243HoldAndWin-OlA6-u4Kq.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Golden Joker 243 Hold And Win.webp
1spin4win - Retro Mega Fruits.webp,Retro Mega Fruits,1spin4win,https://roobet.com/casino/game/1spin4win-retro-mega-fruits,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:RetroMegaFruits-mEuqSYkGH.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:RetroMegaFruits-mEuqSYkGH.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Retro Mega Fruits.webp
1spin4win - Seven&Wild.webp,Seven&Wild,1spin4win,https://roobet.com/casino/game/1spin4win-seven-wild,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=90,blur=0,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_SevenAndWild.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_SevenAndWild.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Seven&Wild.webp
1spin4win - Dolphin's Wealth.webp,Dolphin's Wealth,1spin4win,https://roobet.com/casino/game/1spin4win-dolphin-s-wealth,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_DolphinsWealth.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_DolphinsWealth.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Dolphin's Wealth.webp
1spin4win - Cash'n Fruits Hold and Win.webp,Cash'n Fruits Hold and Win,1spin4win,https://roobet.com/casino/game/1spin4win-cash-n-fruits-hold-and-win,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_CashAndFruitsHoldAndWin.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_CashAndFruitsHoldAndWin.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Cash'n Fruits Hold and Win.webp
1spin4win - Way Of Honor Hold And Win.webp,Way Of Honor Hold And Win,1spin4win,https://roobet.com/casino/game/1spin4win-way-of-honor-hold-and-win,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:WayOfHonorHoldAndWin-gLWOG5-mm.png","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:WayOfHonorHoldAndWin-gLWOG5-mm.png",Final_Quality_Fixed\1spin4win\1spin4win - Way Of Honor Hold And Win.webp
1spin4win - Coins Sniffer Hold And Win.webp,Coins Sniffer Hold And Win,1spin4win,https://roobet.com/casino/game/1spin4win-coins-sniffer-hold-and-win,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:CoinsSnifferHoldAndWin-5e9Ht1OV8.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:CoinsSnifferHoldAndWin-5e9Ht1OV8.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Coins Sniffer Hold And Win.webp
1spin4win - Hold The Gold Fortune.webp,Hold The Gold Fortune,1spin4win,https://roobet.com/casino/game/1spin4win-hold-the-gold-fortune,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:HoldTheGoldFortune-V3CshjZ57.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:HoldTheGoldFortune-V3CshjZ57.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Hold The Gold Fortune.webp
1spin4win - Mega Diamonds Luck.webp,Mega Diamonds Luck,1spin4win,https://roobet.com/casino/game/1spin4win-mega-diamonds-luck,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_MegaDiamondsLuck.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_MegaDiamondsLuck.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Mega Diamonds Luck.webp
1spin4win - Mega Cash Amplifier.webp,Mega Cash Amplifier,1spin4win,https://roobet.com/casino/game/1spin4win-mega-cash-amplifier,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:MegaCashAmplifier-giIHTnSd3.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:MegaCashAmplifier-giIHTnSd3.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Mega Cash Amplifier.webp
1spin4win - Wolf Spins 243.webp,Wolf Spins 243,1spin4win,https://roobet.com/casino/game/1spin4win-wolf-spins-243,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_WolfSpins243.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_WolfSpins243.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Wolf Spins 243.webp
1spin4win - Lucky Gold Miner.webp,Lucky Gold Miner,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-gold-miner,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyGoldMiner.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyGoldMiner.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Gold Miner.webp
1spin4win - Allways Lucky Pot.webp,Allways Lucky Pot,1spin4win,https://roobet.com/casino/game/1spin4win-allways-lucky-pot,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_AllwaysLuckyPot.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_AllwaysLuckyPot.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Allways Lucky Pot.webp
1spin4win - Lucky Robbery Fortune.webp,Lucky Robbery Fortune,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-robbery-fortune,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:LuckyRobberyFortune-NR-XBn7_-.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:LuckyRobberyFortune-NR-XBn7_-.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Robbery Fortune.webp
1spin4win - Lucky Win Spins.webp,Lucky Win Spins,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-win-spins,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyWinSpins.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyWinSpins.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Win Spins.webp
1spin4win - Lucky Robbery.webp,Lucky Robbery,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-robbery,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyRobbery.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyRobbery.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Robbery.webp
1spin4win - Mega Lucky 576.webp,Mega Lucky 576,1spin4win,https://roobet.com/casino/game/1spin4win-mega-lucky-576,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_MegaLucky576.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_MegaLucky576.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Mega Lucky 576.webp
1spin4win - Spartans Luck Hold And Win.webp,Spartans Luck Hold And Win,1spin4win,https://roobet.com/casino/game/1spin4win-spartans-luck-hold-and-win,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_SpartansLuckHoldAndWin.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_SpartansLuckHoldAndWin.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Spartans Luck Hold And Win.webp
1spin4win - Buffalo’s Wealth Hold And Win.webp,Buffalo’s Wealth Hold And Win,1spin4win,https://roobet.com/casino/game/1spin4win-buffalo-s-wealth-hold-and-win,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:BuffalosWealthHoldAndWin-Y-Ub1kxUZ.jpeg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.amazonaws.com/1spin4win:BuffalosWealthHoldAndWin-Y-Ub1kxUZ.jpeg",Final_Quality_Fixed\1spin4win\1spin4win - Buffalo’s Wealth Hold And Win.webp
1spin4win - Booming Fruits 40.webp,Booming Fruits 40,1spin4win,https://roobet.com/casino/game/1spin4win-booming-fruits-40,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_BoomingFruits40.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_BoomingFruits40.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Booming Fruits 40.webp
1spin4win - All Ways Egypt.webp,All Ways Egypt,1spin4win,https://roobet.com/casino/game/1spin4win-all-ways-egypt,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_AllwaysEgypt.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_AllwaysEgypt.jpg",Final_Quality_Fixed\1spin4win\1spin4win - All Ways Egypt.webp
1spin4win - Allways Lucky Spins.webp,Allways Lucky Spins,1spin4win,https://roobet.com/casino/game/1spin4win-allways-lucky-spins,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_AllwaysLuckySpins.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_AllwaysLuckySpins.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Allways Lucky Spins.webp
1spin4win - Fruit Dealers.webp,Fruit Dealers,1spin4win,https://roobet.com/casino/game/1spin4win-fruit-dealers,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_FruitDealers.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_FruitDealers.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Fruit Dealers.webp
1spin4win - 10 Lucky Spins.webp,10 Lucky Spins,1spin4win,https://roobet.com/casino/game/1spin4win-10-lucky-spins,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_10LuckySpins.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_10LuckySpins.jpg",Final_Quality_Fixed\1spin4win\1spin4win - 10 Lucky Spins.webp
1spin4win - Wild Lucky Chance.webp,Wild Lucky Chance,1spin4win,https://roobet.com/casino/game/1spin4win-wild-lucky-chance,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_WildLuckyChance.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_WildLuckyChance.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Wild Lucky Chance.webp
1spin4win - Chinese Luck.webp,Chinese Luck,1spin4win,https://roobet.com/casino/game/1spin4win-chinese-luck,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_ChineseLuck.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_ChineseLuck.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Chinese Luck.webp
1spin4win - Mega Lucky Pot.webp,Mega Lucky Pot,1spin4win,https://roobet.com/casino/game/1spin4win-mega-lucky-pot,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_MegaLuckyPot.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_MegaLuckyPot.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Mega Lucky Pot.webp
1spin4win - Lucky 432 Ways.webp,Lucky 432 Ways,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-432-ways,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_Lucky432Ways.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_Lucky432Ways.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky 432 Ways.webp
1spin4win - Lucky Crown Spins.webp,Lucky Crown Spins,1spin4win,https://roobet.com/casino/game/1spin4win-lucky-crown-spins,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyCrownSpins.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LuckyCrownSpins.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Lucky Crown Spins.webp
1spin4win - Booming Fruits X.webp,Booming Fruits X,1spin4win,https://roobet.com/casino/game/1spin4win-booming-fruits-x,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_BoomingFruitsX.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_BoomingFruitsX.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Booming Fruits X.webp
1spin4win - Luck'n'Power.webp,Luck'n'Power,1spin4win,https://roobet.com/casino/game/1spin4win-luck-n-power,"https://roobet.com/cdn-cgi/image/dpr=1.0,width=195,height=260,quality=20,blur=150,fit=cover,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LucknPower.jpg","https://roobet.com/cdn-cgi/image/dpr=1.0,width=400,height=600,quality=95,blur=0,fit=contain,format=auto/https://roobet-dev-public-images-prod.s3.eu-central-1.amazonaws.com/game-thumbs/1spin4win_LucknPower.jpg",Final_Quality_Fixed\1spin4win\1spin4win - Luck'n'Power.webp
